Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB",численность_доп_признак,численность_новая
РООФНОТ,1036100003114.0,1998-04-27 00:00:00,Действующая,Ростовская область,Общественные фонды,2019,,,,,,1000.0,,,,,,,1000.0,,,,,,,,,,,,,,,,,Малые (1-15)
РООФНОТ,1036100003114.0,1998-04-27 00:00:00,Действующая,Ростовская область,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Малые (1-15)
РООФНОТ,1036100003114.0,1998-04-27 00:00:00,Действующая,Ростовская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крупные (151-1000)
"ФРДЮФК И С, РРОФ",1036100004962.0,2003-07-10 00:00:00,Действующая,Ростовская область,Общественные фонды,2017,,1088000.0,1264000.0,,183000.0,,,,183000.0,,,176000.0,183000.0,,,,,,,,,,1081000.0,,,,,,,
"ФРДЮФК И С, РРОФ",1036100004962.0,2003-07-10 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,,2153000.0,2325000.0,,89000.0,117000.0,,,-6353000.0,,6559000.0,352000.0,206000.0,,,,,,,,,12000.0,2141000.0,,,,,,,
"ФРДЮФК И С, РРОФ",1036100004962.0,2003-07-10 00:00:00,Действующая,Ростовская область,Общественные фонды,2019,,6731000.0,6969000.0,,1248000.0,54000.0,,,,,957000.0,345000.0,1302000.0,,,,,,,,,14000.0,6717000.0,,,,,,,
"ФРДЮФК И С, РРОФ",1036100004962.0,2003-07-10 00:00:00,Действующая,Ростовская область,Общественные фонды,2020,,1594000.0,1548000.0,,1403000.0,8000.0,,,,,69000.0,8000.0,1411000.0,,,,,,,,,,1594000.0,,,,,,,
"ФРДЮФК И С, РРОФ",1036100004962.0,2003-07-10 00:00:00,Действующая,Ростовская область,Общественные фонды,2021,,1283000.0,1283000.0,,1461000.0,8000.0,,,,,66000.0,8000.0,1471000.0,,,,,,,,,,1283000.0,,,,,,,
"ТАГАН-ШОФАР, БФ",1036154000244.0,2003-01-21 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2017,,21890000.0,23646000.0,,1895000.0,51000.0,,,1574000.0,,339000.0,1574000.0,2946000.0,79000.0,,79000.0,,,,79000.0,,2222000.0,19254000.0,,11 - 15,5000.0,,74000.0,до 15,Малые (1-15)
"ТАГАН-ШОФАР, БФ",1036154000244.0,2003-01-21 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2018,,38373000.0,37539000.0,,514000.0,226000.0,,,740000.0,,,740000.0,1740000.0,51000.0,,51000.0,168000.0,,,51000.0,,1529000.0,36676000.0,,,3000.0,,48000.0,,Малые (1-15)
"ТАГАН-ШОФАР, БФ",1036154000244.0,2003-01-21 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2019,,70947000.0,70715000.0,,23000.0,2106000.0,,,,,,508000.0,2129000.0,21000.0,,21000.0,,,,21000.0,,2212000.0,68735000.0,,,1000.0,,20000.0,,Малые (1-15)
"ТАГАН-ШОФАР, БФ",1036154000244.0,2003-01-21 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2020,,87747000.0,103614000.0,,14645000.0,3176000.0,,,,,,17973000.0,17874000.0,,,,,,,,,1675000.0,86072000.0,,,,,,,Малые (1-15)
"ТАГАН-ШОФАР, БФ",1036154000244.0,2003-01-21 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2021,,132586000.0,117310000.0,,,2678000.0,,,1876000.0,,,2697000.0,2785000.0,,,,,,,,,1929000.0,130657000.0,,,,,,,Малые (1-15)
"ГАЛЕРЕЯ, ФРК",1036161000534.0,2003-01-17 00:00:00,Действующая,Ростовская область,Общественные фонды,2017,,3000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ГАЛЕРЕЯ, ФРК",1036161000534.0,2003-01-17 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ГАЛЕРЕЯ, ФРК",1036161000534.0,2003-01-17 00:00:00,Действующая,Ростовская область,Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ГАЛЕРЕЯ, ФРК",1036161000534.0,2003-01-17 00:00:00,Действующая,Ростовская область,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ГАЛЕРЕЯ, ФРК",1036161000534.0,2003-01-17 00:00:00,Действующая,Ростовская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОРОДСТВО И ВЕРА, ФОНД",1036163002457.0,1999-03-23 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2017,,,,,,54000.0,,,,,54000.0,,54000.0,,,,,,,,,,,,,,,,,
"БЛАГОРОДСТВО И ВЕРА, ФОНД",1036163002457.0,1999-03-23 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2018,,,,,,45000.0,,,,,45000.0,,45000.0,,,,,,,,,,,,,,,,,
"БЛАГОРОДСТВО И ВЕРА, ФОНД",1036163002457.0,1999-03-23 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2019,,,,,,3000.0,,,,,3000.0,,3000.0,,,,,,,,,,,,,,,,,
"БЛАГОРОДСТВО И ВЕРА, ФОНД",1036163002457.0,1999-03-23 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2020,,,,,,9000.0,,,9000.0,,,,9000.0,,,,,,,,,,,,,,,,,
"БЛАГОРОДСТВО И ВЕРА, ФОНД",1036163002457.0,1999-03-23 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2021,,,,,,49000.0,,,49000.0,,,,49000.0,,,,,,,,,,,,,,,,,
"ФОНД ДИАЛОГ, НО",1036163015349.0,2003-12-18 00:00:00,Действующая,Ростовская область,Общественные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ДИАЛОГ, НО",1036163015349.0,2003-12-18 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ДИАЛОГ, НО",1036163015349.0,2003-12-18 00:00:00,Действующая,Ростовская область,Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ДИАЛОГ, НО",1036163015349.0,2003-12-18 00:00:00,Действующая,Ростовская область,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ДИАЛОГ, НО",1036163015349.0,2003-12-18 00:00:00,Действующая,Ростовская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ГОРОД, ФОНД",1036164007703.0,2001-12-07 00:00:00,Действующая,Ростовская область,Общественные фонды,2017,,13057000.0,79501000.0,,54987000.0,16500000.0,,,70715000.0,,772000.0,70715000.0,71487000.0,,,433000.0,,,,,,1423000.0,11634000.0,,,,,,,
"ГОРОД, ФОНД",1036164007703.0,2001-12-07 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,,,,,15799000.0,5939000.0,,,886578000.0,,822000.0,20919000.0,887400000.0,,,8221000.0,901052000.0,,,,,12055000.0,32461000.0,,,,,,,
"ГОРОД, ФОНД",1036164007703.0,2001-12-07 00:00:00,Действующая,Ростовская область,Общественные фонды,2019,,62323000.0,53050000.0,,6657000.0,2552000.0,,,,,96000.0,11646000.0,873756000.0,,,7954000.0,4981000.0,,,,,5319000.0,50515000.0,,,,,,,
"ГОРОД, ФОНД",1036164007703.0,2001-12-07 00:00:00,Действующая,Ростовская область,Общественные фонды,2020,3294000.0,128626000.0,139451000.0,3294000.0,5820000.0,4857000.0,,,890729000.0,,486000.0,22471000.0,891215000.0,499000.0,252000.0,391000.0,6294000.0,253000.0,,,6000.0,38690000.0,83015000.0,,,-108000.0,3042000.0,391000.0,,
"ГОРОД, ФОНД",1036164007703.0,2001-12-07 00:00:00,Действующая,Ростовская область,Общественные фонды,2021,2904000.0,61681000.0,54945000.0,8298000.0,1728000.0,1930000.0,,,883993000.0,,221000.0,15735000.0,884619000.0,5171000.0,2904000.0,4854000.0,349000.0,270000.0,,2023000.0,26000.0,50743000.0,9944000.0,5394000.0,,-317000.0,,4854000.0,,
ЮРФРТП,1036165019098.0,2003-08-06 00:00:00,Действующая,Ростовская область,Общественные фонды,2017,-40000.0,,,,15000.0,55000.0,,,352000.0,,,243000.0,352000.0,-40000.0,-40000.0,,,,,,,,,40000.0,0 - 5,,,-40000.0,до 5,Малые (1-15)
ЮРФРТП,1036165019098.0,2003-08-06 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,-12000.0,,,,15000.0,43000.0,,,340000.0,,,,340000.0,-12000.0,-12000.0,,,,,,,,,12000.0,,,,-12000.0,,Малые (1-15)
ЮРФРТП,1036165019098.0,2003-08-06 00:00:00,Действующая,Ростовская область,Общественные фонды,2019,,,,,15000.0,31000.0,,,,,,,328000.0,-12000.0,-12000.0,,,,,,,,,12000.0,,,,-12000.0,,Малые (1-15)
ЮРФРТП,1036165019098.0,2003-08-06 00:00:00,Действующая,Ростовская область,Общественные фонды,2020,,,,,15000.0,17000.0,,,,,,,314000.0,-13000.0,-13000.0,,,,,,,,,13000.0,,,,-13000.0,,Малые (1-15)
ЮРФРТП,1036165019098.0,2003-08-06 00:00:00,Действующая,Ростовская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Малые (1-15)
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. СВ. ВМЦ. АНАСТАСИИ УЗОРЕШИТЕЛЬНИЦЫ, НО",1036166009110.0,2003-04-28 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2017,,420553000.0,417697000.0,,1392000.0,2963000.0,,,57246000.0,,2658000.0,54056000.0,59904000.0,,,,,,,,,58391000.0,362162000.0,,101 - 150,,,,до 150,Средние (16-150)
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. СВ. ВМЦ. АНАСТАСИИ УЗОРЕШИТЕЛЬНИЦЫ, НО",1036166009110.0,2003-04-28 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2018,,381551000.0,409184000.0,,5175000.0,11565000.0,,,84590000.0,,2720000.0,81689000.0,87310000.0,,,,,,,,,60173000.0,321378000.0,,101 - 150,,,,до 150,Средние (16-150)
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. СВ. ВМЦ. АНАСТАСИИ УЗОРЕШИТЕЛЬНИЦЫ, НО",1036166009110.0,2003-04-28 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2019,,445140000.0,414973000.0,,529000.0,6465000.0,,,54139000.0,,5538000.0,51522000.0,59677000.0,,,,,,,,,57625000.0,387515000.0,,,,,,,Средние (16-150)
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. СВ. ВМЦ. АНАСТАСИИ УЗОРЕШИТЕЛЬНИЦЫ, НО",1036166009110.0,2003-04-28 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2020,,175559000.0,167428000.0,,471000.0,8405000.0,,,45762000.0,,14000.0,43391000.0,45776000.0,,,,,,,,,25722000.0,149837000.0,,,,,,,Средние (16-150)
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. СВ. ВМЦ. АНАСТАСИИ УЗОРЕШИТЕЛЬНИЦЫ, НО",1036166009110.0,2003-04-28 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2021,,189511000.0,203259000.0,,,7751000.0,,,59302000.0,,1132000.0,57139000.0,60434000.0,,,,,,,,,25746000.0,163765000.0,,,,,,,Средние (16-150)
"СПАРТА, ФОНД",1036167006809.0,2003-04-02 00:00:00,Действующая,Ростовская область,Общественные фонды,2017,,821000.0,821000.0,,,10000.0,,,,,10000.0,,10000.0,,,,,,,,,470000.0,329000.0,,0 - 5,,,,до 5,Малые (1-15)
"СПАРТА, ФОНД",1036167006809.0,2003-04-02 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,,1214000.0,1214000.0,,28000.0,1000.0,,,,,29000.0,,29000.0,,,,,,,,,487000.0,703000.0,,,,,,,Малые (1-15)
"СПАРТА, ФОНД",1036167006809.0,2003-04-02 00:00:00,Действующая,Ростовская область,Общественные фонды,2019,,1220000.0,1220000.0,,27000.0,,,,,,27000.0,,27000.0,,,,,,,,,552000.0,668000.0,,,,,,,Малые (1-15)
"СПАРТА, ФОНД",1036167006809.0,2003-04-02 00:00:00,Действующая,Ростовская область,Общественные фонды,2020,,1220000.0,1221000.0,,9000.0,1000.0,,,,,10000.0,1000.0,10000.0,,,,,,,,,506000.0,714000.0,,,,,,,Средние (16-150)
"СПАРТА, ФОНД",1036167006809.0,2003-04-02 00:00:00,Действующая,Ростовская область,Общественные фонды,2021,,1070000.0,1070000.0,,,1000.0,,,1000.0,,,1000.0,1000.0,,,,,,,,,1042000.0,,,,,,,,Средние (16-150)
"ОБРАЗОВАНИЕ, ФОНД",1036167013288.0,2003-10-08 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБРАЗОВАНИЕ, ФОНД",1036167013288.0,2003-10-08 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБРАЗОВАНИЕ, ФОНД",1036167013288.0,2003-10-08 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБРАЗОВАНИЕ, ФОНД",1036167013288.0,2003-10-08 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБРАЗОВАНИЕ, ФОНД",1036167013288.0,2003-10-08 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ОБЛАСТНОЙ ФОНД ВЕТЕРАНОВ ВОЙНЫ И ТРУДА,1036200003696.0,1992-06-03 00:00:00,Действующая,Рязанская область,Общественные фонды,2017,,3628000.0,3445000.0,,1000.0,56000.0,,,857000.0,,,584000.0,857000.0,3000.0,,,,3000.0,,,,819000.0,2809000.0,,0 - 5,,,3000.0,до 5,Малые (1-15)
ОБЛАСТНОЙ ФОНД ВЕТЕРАНОВ ВОЙНЫ И ТРУДА,1036200003696.0,1992-06-03 00:00:00,Действующая,Рязанская область,Общественные фонды,2018,,2424000.0,2198000.0,,,170000.0,,,669000.0,,1000.0,358000.0,670000.0,40000.0,,,,40000.0,,,,586000.0,1838000.0,,,2000.0,,38000.0,,Малые (1-15)
ОБЛАСТНОЙ ФОНД ВЕТЕРАНОВ ВОЙНЫ И ТРУДА,1036200003696.0,1992-06-03 00:00:00,Действующая,Рязанская область,Общественные фонды,2019,,2002000.0,2066000.0,,,424000.0,,,423000.0,,1000.0,422000.0,424000.0,23000.0,,,,23000.0,,,,579000.0,1423000.0,,,,,22000.0,,Малые (1-15)
ОБЛАСТНОЙ ФОНД ВЕТЕРАНОВ ВОЙНЫ И ТРУДА,1036200003696.0,1992-06-03 00:00:00,Действующая,Рязанская область,Общественные фонды,2020,,2045000.0,1902000.0,,,279000.0,,,278000.0,,1000.0,279000.0,279000.0,,,,,,,,,631000.0,1414000.0,,,,,,,Средние (16-150)
ОБЛАСТНОЙ ФОНД ВЕТЕРАНОВ ВОЙНЫ И ТРУДА,1036200003696.0,1992-06-03 00:00:00,Действующая,Рязанская область,Общественные фонды,2021,,1219000.0,989000.0,,,49000.0,,,48000.0,,1000.0,49000.0,49000.0,,,,,,,,,545000.0,664000.0,,,,,,,Средние (16-150)
"СЛАВЯНСКИЕ ТРАДИЦИИ, БФ",1036200006457.0,2003-06-25 00:00:00,Действующая,Московская область,Благотворительные фонды,2017,,508000.0,512000.0,,,24000.0,,,24000.0,,,23000.0,24000.0,,,,,,,,,76000.0,409000.0,,,,,,,
"СЛАВЯНСКИЕ ТРАДИЦИИ, БФ",1036200006457.0,2003-06-25 00:00:00,Действующая,Московская область,Благотворительные фонды,2018,,413000.0,397000.0,,,7000.0,,,7000.0,,,7000.0,7000.0,,,,,,,,,89000.0,283000.0,,,,,,,
"СЛАВЯНСКИЕ ТРАДИЦИИ, БФ",1036200006457.0,2003-06-25 00:00:00,Действующая,Московская область,Благотворительные фонды,2019,,279000.0,273000.0,,,1000.0,,,1000.0,,,1000.0,1000.0,,,,,,,,,88000.0,158000.0,,,,,,,
"СЛАВЯНСКИЕ ТРАДИЦИИ, БФ",1036200006457.0,2003-06-25 00:00:00,Действующая,Московская область,Благотворительные фонды,2020,,348000.0,358000.0,,,11000.0,,,11000.0,,,11000.0,11000.0,,,,,,,,,98000.0,194000.0,,,,,,,
"СЛАВЯНСКИЕ ТРАДИЦИИ, БФ",1036200006457.0,2003-06-25 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,424000.0,424000.0,,,11000.0,,,11000.0,,,11000.0,11000.0,,,,,,,,,103000.0,263000.0,,,,,,,
"МИЛОСЕРДИЕ И ПРАВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036208000674.0,1995-04-06 00:00:00,Действующая,Рязанская область,Благотворительные фонды,2017,,,,,,10000.0,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,,
"МИЛОСЕРДИЕ И ПРАВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036208000674.0,1995-04-06 00:00:00,Действующая,Рязанская область,Благотворительные фонды,2018,,,,,,10000.0,,,10000.0,,,10000.0,10000.0,,,,,,,,,,,,,,,,,
"МИЛОСЕРДИЕ И ПРАВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036208000674.0,1995-04-06 00:00:00,Действующая,Рязанская область,Благотворительные фонды,2019,,,,,,10000.0,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,,
"МИЛОСЕРДИЕ И ПРАВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036208000674.0,1995-04-06 00:00:00,Действующая,Рязанская область,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
